CODE,NAME,REGION,DISTRICT,WARD,OWNERSHIP,LONGITUDE,LATITUDE,PASS_RATE,AVG_MARK,CHANGE_PREVIOUS_YEAR,RANK,YEAR_OF_RESULT
PS1503-087,RUKWA PR. SCHOOL,RUKWA,SUMBAWANGA(V),,,31.95512854,-8.228784401,25.64,88,-9.15,12508,2014
PS1503-088,SAKALILO PR. SCHOOL,RUKWA,SUMBAWANGA(V),,,31.95512854,-8.228784401,63.04,107.48,12.6,7074,2014
PS1503-089,SANDULULA PR. SCHOOL,RUKWA,SUMBAWANGA(V),,,31.95512854,-8.228784401,23.26,85.91,-4.6,13022,2014
PS1503-090,SIKAUNGU PR. SCHOOL,RUKWA,SUMBAWANGA(V),,,31.95512854,-8.228784401,10.67,76.67,12.42,14771,2014
PS1503-091,SOLOLA PR. SCHOOL,RUKWA,SUMBAWANGA(V),ILEMBA,GOVERNMENT,32.01469154,-8.26635992,19.05,84.21,5.39,13399,2014
PS1503-092,SONGAMBELE-AZIMIO PR. SCHOOL,RUKWA,SUMBAWANGA(V),,,31.95512854,-8.228784401,15.38,80.23,9.16,14165,2014
PS1503-093,SONTAUKIA PR. SCHOOL,RUKWA,SUMBAWANGA(V),MTOWISA,GOVERNMENT,31.756318,-7.80916,14.63,77.07,1.1,14716,2014
PS1503-094,TENTULA PR. SCHOOL,RUKWA,SUMBAWANGA(V),K/ZITE,GOVERNMENT,31.90488678,-8.427270924,29.73,82.92,11.12,13677,2014
PS1503-095,TULULU PR. SCHOOL,RUKWA,SUMBAWANGA(V),,,31.95512854,-8.228784401,30.91,82.71,2.94,13713,2014
PS1503-096,TUNKO PR. SCHOOL,RUKWA,SUMBAWANGA(V),,,31.95512854,-8.228784401,18,83.84,-0.95,13489,2014
PS1503-097,UZIA PR. SCHOOL,RUKWA,SUMBAWANGA(V),MUZE,GOVERNMENT,31.60613357,-7.728211143,48.08,96.54,8.96,10232,2014
PS1503-098,ZIMBA PR. SCHOOL,RUKWA,SUMBAWANGA(V),MTOWISA,GOVERNMENT,31.82595016,-7.857311707,40.43,88.87,10.26,12283,2014
PS1504-001,CHANJI PR. SCHOOL,RUKWA,SUMBAWANGA (M),CHANJI,GOVERNMENT,31.6270247,-7.975896567,71.88,113.82,7.01,5583,2014
PS1504-002,CHELENGANYA PR. SCHOOL,RUKWA,SUMBAWANGA (M),MATANGA,GOVERNMENT,31.54239289,-8.069307831,28.57,88.61,0.65,12350,2014
PS1504-003,CHEMCHEM PR. SCHOOL,RUKWA,SUMBAWANGA (M),MAJENGO,GOVERNMENT,31.63210321,-7.957212327,76.47,119.86,0.69,4293,2014
PS1504-004,CHIPU PR. SCHOOL,RUKWA,SUMBAWANGA (M),KASENSE,GOVERNMENT,31.45442674,-7.9741673,50.98,103.06,21.43,8331,2014
PS1504-005,FYENGELEZYA PR. SCHOOL,RUKWA,SUMBAWANGA (M),NTENDO,GOVERNMENT,31.47675221,-7.887243312,73.81,109.62,18.62,6538,2014
PS1504-006,HILLCREST JUNIOR ACADEMY PR. SCHOOL,RUKWA,SUMBAWANGA (M),,,31.61442795,-7.979116102,100,192.74,22.45,131,2014
PS1504-007,ISESA PR. SCHOOL,RUKWA,SUMBAWANGA (M),MOLLO,GOVERNMENT,31.67505474,-8.019152858,38.89,90.64,5.41,11837,2014
PS1504-008,IZIA PR. SCHOOL,RUKWA,SUMBAWANGA (M),IZIA,GOVERNMENT,31.60831266,-7.951056385,62.5,111.63,0.68,6037,2014
PS1504-009,JANGWANI PR. SCHOOL,RUKWA,SUMBAWANGA (M),KATANDALA,GOVERNMENT,31.61821681,-7.959535612,90.06,130.64,6.7,2738,2014
PS1504-010,KANKWALE PR. SCHOOL,RUKWA,SUMBAWANGA (M),SENGA,GOVERNMENT,31.59072558,-7.897390669,28.24,87.19,-10.96,12723,2014
PS1504-011,KANONDO PR. SCHOOL,RUKWA,SUMBAWANGA (M),NTENDO,GOVERNMENT,31.57182511,-7.915737815,27.63,83.09,-9.22,13636,2014
PS1504-012,KANTALAMBA-MAZOEZI PR. SCHOOL,RUKWA,SUMBAWANGA (M),CHANJI,GOVERNMENT,31.672017,-7.982411,89.66,123.97,-9.97,3620,2014
PS1504-013,KASENSE PR. SCHOOL,RUKWA,SUMBAWANGA (M),KASENSE,GOVERNMENT,31.50492505,-7.97883772,31.43,91.86,21.19,11514,2014
PS1504-014,KATANDALA-'A' PR. SCHOOL,RUKWA,SUMBAWANGA (M),IZIA,GOVERNMENT,31.61894263,-7.948650239,61.49,108.77,-2.59,6736,2014
PS1504-015,KATANDALA-'B' PR. SCHOOL,RUKWA,SUMBAWANGA (M),IZIA,GOVERNMENT,31.6193681,-7.948904857,99.07,146.86,21.22,1353,2014
PS1504-016,KATUMBA-AZIMIO PR. SCHOOL,RUKWA,SUMBAWANGA (M),PITO,GOVERNMENT,31.635366,-8.121553,67.16,110.13,13.7,6422,2014
PS1504-017,KATUSA PR. SCHOOL,RUKWA,SUMBAWANGA (M),SUMBAWANGA,GOVERNMENT,31.61061129,-7.941858318,53.97,102.72,-5.85,8424,2014
PS1504-018,KAWAMA PR. SCHOOL,RUKWA,SUMBAWANGA (M),,,31.61442795,-7.979116102,65.91,113,0,5730,2014
PS1504-019,KILIMAHEWA PR. SCHOOL,RUKWA,SUMBAWANGA (M),MALANGALI,GOVERNMENT,31.59922937,-7.96809893,70,105.9,-9.36,7513,2014
PS1504-020,KINAMWANGA PR. SCHOOL,RUKWA,SUMBAWANGA (M),MOLLO,GOVERNMENT,31.7408655,-7.978482929,54.05,100.08,-10.3,9199,2014
PS1504-021,KING'OMBE PR. SCHOOL,RUKWA,SUMBAWANGA (M),CHANJI,GOVERNMENT,31.66251274,-7.964582109,96,126.44,21.67,3253,2014
PS1504-022,KISUMBA PR. SCHOOL,RUKWA,SUMBAWANGA (M),MATANGA,GOVERNMENT,31.50511965,-8.049804374,47.06,101.44,2.65,8800,2014
PS1504-023,KIWELU PR. SCHOOL,RUKWA,SUMBAWANGA (M),KATANDALA,GOVERNMENT,31.61929589,-7.959647719,76.73,117.18,-6.85,4845,2014
PS1504-024,KIZWITE PR. SCHOOL,RUKWA,SUMBAWANGA (M),KIZWITE,GOVERNMENT,31.6424,-7.99836,76.77,120.12,-3.68,4238,2014
PS1504-025,LUKEWILLE PR. SCHOOL,RUKWA,SUMBAWANGA (M),MAJENGO,GOVERNMENT,31.731744,-7.940322,67.74,115.71,8.94,5189,2014
PS1504-026,LUWA PR. SCHOOL,RUKWA,SUMBAWANGA (M),NTENDO,GOVERNMENT,31.52081508,-7.847215627,38.6,92.79,-6.24,11267,2014
PS1504-027,MAFULALA PR. SCHOOL,RUKWA,SUMBAWANGA (M),IZIA,GOVERNMENT,31.63527589,-7.941397385,41.84,94.9,6.48,10711,2014
PS1504-028,MAJENGO PR. SCHOOL,RUKWA,SUMBAWANGA (M),MAJENGO,GOVERNMENT,31.6291015,-7.9460433,70.28,117.91,10.08,4691,2014
PS1504-029,MAKAZI MAPYA,RUKWA,SUMBAWANGA (M),MALANGALI,GOVERNMENT,31.581084,-7.973629,33.33,91.17,-3.69,11695,2014
PS1504-030,MALAGANO PR. SCHOOL,RUKWA,SUMBAWANGA (M),PITO,GOVERNMENT,31.635366,-8.121553,48.53,101.49,10.98,8788,2014
PS1504-031,MALANGALI PR. SCHOOL,RUKWA,SUMBAWANGA (M),MALANGALI,GOVERNMENT,31.59452037,-7.957774067,57.14,114.29,18.29,5472,2014
PS1504-032,MALONJE PR. SCHOOL,RUKWA,SUMBAWANGA (M),MOLLO,GOVERNMENT,31.73840008,-8.066087946,38.46,92.83,9.27,11255,2014
PS1504-033,MANZITISWE PR. SCHOOL,RUKWA,SUMBAWANGA (M),IZIA,GOVERNMENT,31.6080669,-7.951308765,62.92,107.97,2.46,6939,2014
PS1504-034,MAPINDUZI PR. SCHOOL,RUKWA,SUMBAWANGA (M),MALANGALI,GOVERNMENT,31.59713472,-7.957204161,63.08,109.35,-16.43,6602,2014
PS1504-035,MATANGA PR. SCHOOL,RUKWA,SUMBAWANGA (M),MATANGA,GOVERNMENT,31.51414529,-8.017808322,30.77,89.17,-3.4,12205,2014
PS1504-036,MAWENZUSI PR. SCHOOL,RUKWA,SUMBAWANGA (M),MOLLO,GOVERNMENT,31.79168228,-7.983029508,53.57,106.98,11.57,7209,2014
PS1504-037,MBALIKA PR. SCHOOL,RUKWA,SUMBAWANGA (M),,,31.61442795,-7.979116102,18.75,89.44,-5.42,12135,2014
PS1504-038,MILANZI PR. SCHOOL,RUKWA,SUMBAWANGA (M),,,31.61442795,-7.979116102,34.18,91.24,-3.44,11681,2014
PS1504-039,MLANDA 'A' PR. SCHOOL,RUKWA,SUMBAWANGA (M),,,31.61442795,-7.979116102,82.61,117.26,11.15,4827,2014
PS1504-040,MLANDA-'B' PR. SCHOOL,RUKWA,SUMBAWANGA (M),MILANZI,GOVERNMENT,31.617674,-8.037426,76.6,113.21,7.74,5702,2014
PS1504-041,MOLLO PR. SCHOOL,RUKWA,SUMBAWANGA (M),MOLLO,GOVERNMENT,31.78583676,-8.081804235,66.67,111.78,-21.22,6003,2014
PS1504-042,MOMOKA PR. SCHOOL,RUKWA,SUMBAWANGA (M),,,31.61442795,-7.979116102,60.16,107.46,0.27,7079,2014
PS1504-043,MPONDA PR. SCHOOL,RUKWA,SUMBAWANGA (M),,,31.61442795,-7.979116102,57.89,104.79,10.81,7830,2014
PS1504-044,MSUA PR. SCHOOL,RUKWA,SUMBAWANGA (M),CHANJI,GOVERNMENT,31.62681272,-7.974177688,48.5,101.83,-4,8677,2014
PS1504-045,MTIMBWA PR. SCHOOL,RUKWA,SUMBAWANGA (M),,,31.61442795,-7.979116102,53.42,100.79,3.95,8995,2014
PS1504-046,MWENGE-'A' PR. SCHOOL,RUKWA,SUMBAWANGA (M),,,31.61442795,-7.979116102,76.92,112.66,3.16,5820,2014
PS1504-047,MWENGE-'B' PR. SCHOOL,RUKWA,SUMBAWANGA (M),,,31.61442795,-7.979116102,70,109.72,-9.46,6510,2014
PS1504-048,NAMBOGO PR. SCHOOL,RUKWA,SUMBAWANGA (M),MILANZI,GOVERNMENT,31.66776126,-8.04672906,56.36,102.27,2.82,8544,2014
PS1504-049,NDUA PR. SCHOOL,RUKWA,SUMBAWANGA (M),KIZWITE,GOVERNMENT,31.62726343,-7.980473134,46.99,99.37,-11.41,9405,2014
PS1504-050,NTENDO PR. SCHOOL,RUKWA,SUMBAWANGA (M),NTENDO,GOVERNMENT,31.5354133,-7.904470986,43.59,96.42,-12.11,10276,2014
PS1504-051,PITO PR. SCHOOL,RUKWA,SUMBAWANGA (M),PITO,GOVERNMENT,31.63646933,-8.929461485,95.08,130.03,15.3,2803,2014
PS1504-052,SENGA PR. SCHOOL,RUKWA,SUMBAWANGA (M),SENGA,GOVERNMENT,31.62714653,-7.911908362,35.29,94.59,-7.93,10796,2014
PS1504-053,ST MATHIAS ENGLISH MEDIUM PR SCHOOL,RUKWA,SUMBAWANGA (M),KIZWITE,GOVERNMENT,31.64583563,-7.998909871,94.12,140.53,-13.47,1789,2014
PS1504-054,TAMASENGA PR. SCHOOL,RUKWA,SUMBAWANGA (M),PITO,GOVERNMENT,31.6715833,-8.134731258,50,102.88,-14.56,8379,2014
PS1504-055,UFIPA ENGLISH MEDIUM SCHOOL,RUKWA,SUMBAWANGA (M),KIZWITE,GOVERNMENT,31.6424,-7.99836,93.33,132.83,-33.7,2518,2014
PS1504-056,ULINJI PR. SCHOOL,RUKWA,SUMBAWANGA (M),MOLLO,GOVERNMENT,31.70786318,-8.035770109,26.09,86.04,2.69,12998,2014
PS1504-057,UTENGULE PR. SCHOOL,RUKWA,SUMBAWANGA (M),KIZWITE,GOVERNMENT,31.64582559,-8.007446516,64.29,104.11,-3.12,8034,2014
PS1504-058,WIPANGA PR. SCHOOL,RUKWA,SUMBAWANGA (M),,,31.61442795,-7.979116102,81.82,116.14,14.24,5078,2014
PS1601-001,AL-JAZIRA PR. SCHOOL,RUVUMA,MBINGA,MJINI,NON GOVERNMENT,34.9879625,-10.77202926,57.14,107.29,0,7130,2014
PS1601-002,AMANI-MAKORO PR. SCHOOL,RUVUMA,MBINGA,MKAKO,GOVERNMENT,35.15068596,-10.68711583,73.58,124.66,25.55,3504,2014
PS1601-003,ARUSHA PR. SCHOOL,RUVUMA,MBINGA,MPAPA,GOVERNMENT,34.94253214,-11.14337609,42.86,96.43,-6.63,10273,2014
PS1601-004,BAGAMOYO PR. SCHOOL,RUVUMA,MBINGA,KIPOLOLO,GOVERNMENT,34.83638124,-10.89163983,70,117.9,10.83,4692,2014
PS1601-005,BARABARA PR. SCHOOL,RUVUMA,MBINGA,MATIRI,GOVERNMENT,34.831932,-10.714006,48.28,100.14,5.79,9181,2014
PS1601-006,BURMA PR. SCHOOL,RUVUMA,MBINGA,MPAPA,GOVERNMENT,34.90887982,-11.17215589,14.06,77.73,-5.65,14604,2014
PS1601-007,BURUNDI PR. SCHOOL,RUVUMA,MBINGA,,,34.9879625,-10.77202926,23.81,81.24,0,14001,2014
PS1601-008,CHANGARAWE PR. SCHOOL,RUVUMA,MBINGA,MPEPAI,GOVERNMENT,35.2345751,-11.14250073,36.36,93.55,6.37,11094,2014
PS1601-009,CHEMKA PR. SCHOOL,RUVUMA,MBINGA,UTIRI,GOVERNMENT,35.0682345,-10.8871453,30.77,88.23,-6.86,12458,2014
PS1601-010,CHUNYA PR. SHOOL,RUVUMA,MBINGA,MPAPA,GOVERNMENT,34.90861163,-11.22064379,85.71,114.29,0,5472,2014
PS1601-011,DE PAUL PR. SCHOOL,RUVUMA,MBINGA,MJINI,NON GOVERNMENT,34.9879625,-10.77202926,100,148.55,0,1242,2014
PS1601-012,HAGATI PR. SCHOOL,RUVUMA,MBINGA,LANGIRO,GOVERNMENT,34.78444263,-10.9929945,57.63,116.22,10.82,5059,2014
PS1601-013,HALALE PR. SCHOOL,RUVUMA,MBINGA,KIGONSERA,GOVERNMENT,35.07691318,-10.79973853,83.61,123.33,12.77,3709,2014
PS1601-014,HURUMA PR. SCHOOL,RUVUMA,MBINGA,MJINI,NON GOVERNMENT,35.00961511,-10.95778456,100,177.42,11.71,366,2014
PS1601-015,ILAKAI PR. SCHOOL,RUVUMA,MBINGA,,,34.9879625,-10.77202926,48.39,106.06,0,7468,2014
PS1601-016,ILELA PR. SCHOOL,RUVUMA,MBINGA,MIKALANGA,GOVERNMENT,34.86642819,-11.15893674,86.67,135.41,41.07,2273,2014
PS1601-017,IRINGA PR. SCHOOL,RUVUMA,MBINGA,UTIRI,GOVERNMENT,35.09450761,-10.84524581,18.18,80.82,0.82,14061,2014
PS1601-018,JUHUDI PR. SCHOOL,RUVUMA,MBINGA,KIGONSERA,GOVERNMENT,35.09217595,-10.77795237,60.61,105.06,-2.26,7740,2014
PS1601-019,KAGUGU PR. SCHOOL,RUVUMA,MBINGA,MBANGAMAO,GOVERNMENT,35.047943,-11.081309,52.78,96.22,21.37,10324,2014
PS1601-020,KAMBARAGE PR. SCHOOL,RUVUMA,MBINGA,NYONI,GOVERNMENT,34.88065962,-11.0454579,74.07,126.26,12.98,3275,2014
PS1601-021,KIBANGA PR. SCHOOL,RUVUMA,MBINGA,MBUJI,GOVERNMENT,34.882512,-11.019672,66.67,124.93,14.45,3458,2014
PS1601-022,KIGANGI PR. SCHOOL,RUVUMA,MBINGA,LITEMBO,GOVERNMENT,34.84323708,-10.99463248,46.77,97.81,10.87,9864,2014
PS1601-023,KIGONSERA PR. SCHOOL,RUVUMA,MBINGA,KIGONSERA,GOVERNMENT,35.079093,-10.771807,100,147.34,12.4,1321,2014
PS1601-024,KIGOTI PR. SCHOOL,RUVUMA,MBINGA,MAGUU,GOVERNMENT,34.778499,-11.04646,74.51,118.41,-7.11,4588,2014
PS1601-025,KIHANGI-MAHUKA PR. SCHOOL,RUVUMA,MBINGA,K/MAHUKA,GOVERNMENT,34.95917316,-10.81735596,44,102.3,23.44,8540,2014
PS1601-026,KIHEREKETI PR. SCHOOL,RUVUMA,MBINGA,NYONI,GOVERNMENT,34.929117,-11.071555,16,76.34,-28.93,14807,2014
PS1601-027,KIHONGO PR. SCHOOL,RUVUMA,MBINGA,MAPERA,GOVERNMENT,34.79337487,-11.08988495,38.75,90.99,1.55,11742,2014
PS1601-028,KIHUKA PR. SCHOOL,RUVUMA,MBINGA,LUWAITA,GOVERNMENT,34.946283,-10.987878,94.12,158.06,-15.24,821,2014
PS1601-029,KIHULILA PR. SCHOOL,RUVUMA,MBINGA,LUWAITA,GOVERNMENT,34.946283,-10.987878,58.33,114.06,16.48,5527,2014
PS1601-030,KIHUMBAGURU PR. SCHOOL,RUVUMA,MBINGA,K/LOMO,GOVERNMENT,34.92783301,-10.74892681,25.93,81.56,-4.66,13940,2014
PS1601-031,KIHUNGU PR. SCHOOL,RUVUMA,MBINGA,KIHUNGU,GOVERNMENT,35.22637229,-11.01021562,26.32,82.42,-17.08,13764,2014
PS1601-032,KIHURUKU PR. SCHOOL,RUVUMA,MBINGA,KIGONSERA,GOVERNMENT,35.09488104,-10.73016584,75,107.75,-32.98,6994,2014
PS1601-033,KIKOLO PR. SCHOOL,RUVUMA,MBINGA,KIKOLO,GOVERNMENT,35.14988,-11.013376,60,106.97,8.97,7211,2014
PS1601-034,KIKULI PR. SCHOOL,RUVUMA,MBINGA,MIKALANGA,GOVERNMENT,34.861325,-11.174754,52.63,103.53,-38.65,8181,2014
PS1601-035,KILANGA-JUU PR. SCHOOL,RUVUMA,MBINGA,MBUJI,GOVERNMENT,34.882512,-11.019672,33.93,87.16,20.55,12730,2014
PS1601-036,KILIMANI PR. SCHOOL,RUVUMA,MBINGA,KILIMANI,GOVERNMENT,35.039608,-10.993672,61.9,105.05,9.63,7742,2014
PS1601-037,KILINDI PR. SCHOOL,RUVUMA,MBINGA,,,34.9879625,-10.77202926,22.58,82.4,1.92,13770,2014
PS1601-038,KIMARA PR. SCHOOL,RUVUMA,MBINGA,NAMSWEA,GOVERNMENT,34.76001121,-10.65574282,44.44,90.33,14.98,11926,2014
PS1601-039,KINDIMBA PR. SCHOOL,RUVUMA,MBINGA,M'YANGA,GOVERNMENT,34.89194344,-10.95815765,57.45,122.57,30.88,3821,2014
PS1601-040,KINDIMBA-CHINI PR. SCHOOL,RUVUMA,MBINGA,,,34.75210592,-10.60290182,58.33,104.68,23.31,7868,2014
PS1601-041,KINGOLI PR. SCHOOL,RUVUMA,MBINGA,L/NDYOSI,GOVERNMENT,35.10784338,-10.28328657,43.14,100.73,23.45,9010,2014
PS1601-042,KINGUA PR. SCHOOL,RUVUMA,MBINGA,KITURA,GOVERNMENT,34.77979,-10.921058,76.47,120.62,0.01,4143,2014
PS1601-043,KIPAPA PR. SCHOOL,RUVUMA,MBINGA,KIPAPA,GOVERNMENT,34.73073837,-11.00930596,18.68,78.78,-1.02,14440,2014
PS1601-044,KIPEGEI PR. SCHOOL,RUVUMA,MBINGA,MKUMBI,GOVERNMENT,34.88700239,-10.86810118,52.78,102.31,1.19,8536,2014
PS1601-045,KIPIKA PR. SCHOOL,RUVUMA,MBINGA,MJINI,GOVERNMENT,35.00156012,-10.93518618,85,122.21,9.52,3891,2014
PS1601-046,KIPOLOLO PR. SCHOOL,RUVUMA,MBINGA,KIPOLOLO,GOVERNMENT,34.81217,-10.885886,54.84,101.84,7.9,8672,2014
PS1601-047,KIPUNGU PR. SCHOOL,RUVUMA,MBINGA,MPEPAI,GOVERNMENT,35.10973657,-11.1989528,18.18,79.45,11.83,14308,2014
PS1601-048,KITAI PR. SCHOOL,RUVUMA,MBINGA,MKAKO,GOVERNMENT,35.13999,-10.691428,100,201.25,27.63,74,2014
PS1601-049,KITANDA PR. SCHOOL,RUVUMA,MBINGA,KITANDA,GOVERNMENT,35.10873087,-10.92143214,36.96,86.07,1.56,12990,2014
PS1601-050,KITESA PR. SCHOOL,RUVUMA,MBINGA,KAMBARAGE,GOVERNMENT,34.843274,-11.104533,73.68,108.79,-14.06,6731,2014
PS1601-051,KITETE PR. SCHOOL,RUVUMA,MBINGA,KIKOLO,GOVERNMENT,35.14988,-11.013376,50,118.67,23.13,4536,2014
PS1601-052,KITOGOTA PR. SCHOOL,RUVUMA,MBINGA,MAGUU,GOVERNMENT,34.778499,-11.04646,45.16,95.9,2.15,10412,2014
PS1601-053,KITUMBI PR. SCHOOL,RUVUMA,MBINGA,KIPAPA,GOVERNMENT,34.722247,-11.012316,50,100.73,3.07,9006,2014
PS1601-054,KIWALANGI PR. SCHOOL,RUVUMA,MBINGA,MPAPA,GOVERNMENT,34.914615,-11.175758,57.14,100.9,7.22,8964,2014
PS1601-055,KIWANJANI PR. SCHOOL,RUVUMA,MBINGA,MBINGA,GOVERNMENT,34.99474566,-10.94882523,87.16,128.99,13.82,2930,2014
PS1601-056,KIYAHA PR. SCHOOL,RUVUMA,MBINGA,MATIRI,GOVERNMENT,34.831932,-10.714006,20.83,80.33,-19.06,14151,2014
PS1601-057,KIZOTA PR. SCHOOL,RUVUMA,MBINGA,NAMSWEA,GOVERNMENT,34.790291,-10.600765,30.43,90.52,8.14,11876,2014
PS1601-058,KOMBOA PR. SCHOOL,RUVUMA,MBINGA,RUANDA,GOVERNMENT,34.91979229,-10.53333213,100,134.16,13.42,2384,2014
PS1601-059,LANGANDONDO PR. SCHOOL,RUVUMA,MBINGA,LITEMBO,GOVERNMENT,34.833992,-10.973588,9.09,79.73,7.4,14264,2014
PS1601-060,LANGIRO PR. SCHOOL,RUVUMA,MBINGA,LANGIRO,GOVERNMENT,34.75856357,-10.99690592,72.92,122.77,37.92,3795,2014
PS1601-061,LAZI PR. SCHOOL,RUVUMA,MBINGA,M'YANGA,GOVERNMENT,34.99309395,-10.90143599,34.78,87.35,-11.36,12676,2014
PS1601-062,LIFAKARA PR. SCHOOL,RUVUMA,MBINGA,MBANGAMAO,GOVERNMENT,35.047943,-11.081309,73.68,108.05,32.48,6911,2014
PS1601-063,LIHALE PR. SCHOOL,RUVUMA,MBINGA,MKAKO,GOVERNMENT,35.13999,-10.691428,34.78,86.61,-3.75,12859,2014
PS1601-064,LIHUMBE PR. SCHOOL,RUVUMA,MBINGA,MBANGAMAO,GOVERNMENT,35.047943,-11.081309,46.15,98.31,8.66,9701,2014
PS1601-065,LIHUTU PRINARY SCHOOL,RUVUMA,MBINGA,K/MAHUKA,GOVERNMENT,34.9852325,-10.83700297,45.45,93.82,0,11013,2014
PS1601-066,LIMBONI PR. SCHOOL,RUVUMA,MBINGA,MATIRI,GOVERNMENT,34.831932,-10.714006,12.5,74,-10.67,15095,2014
PS1601-067,LINGOMBA PR. SCHOOL,RUVUMA,MBINGA,LANGIRO,GOVERNMENT,34.75772599,-10.96668097,59.52,111.74,21.39,6011,2014
PS1601-068,LIPEMBE PR. SCHOOL,RUVUMA,MBINGA,KIHUNGU,GOVERNMENT,35.2061465,-11.06411952,12.5,70.94,-8.74,15352,2014
PS1601-069,LIPILIPILI PR. SCHOOL,RUVUMA,MBINGA,MPEPAI,GOVERNMENT,35.13523254,-11.08753147,85.71,125.76,28.76,3357,2014
PS1601-070,LIPUMBA PR. SCHOOL,RUVUMA,MBINGA,K/MAHUKA,GOVERNMENT,35.01590094,-10.84258875,76.09,116.28,38.35,5046,2014
PS1601-071,LISAU PR. SCHOOL,RUVUMA,MBINGA,KITURA,GOVERNMENT,34.77979,-10.921058,73.68,119.95,37.73,4278,2014
PS1601-072,LITANDA PR. SCHOOL,RUVUMA,MBINGA,LINDA,GOVERNMENT,34.90857092,-10.8356613,45.16,98.9,19.63,9536,2014
PS1601-073,LITEMBO PR. SCHOOL,RUVUMA,MBINGA,LITEMBO,GOVERNMENT,34.833992,-10.973588,88.89,125.94,16.44,3325,2014
PS1601-074,LITOHO PR. SCHOOL,RUVUMA,MBINGA,UKATA,GOVERNMENT,34.784008,-10.832033,54.55,114.48,-4.52,5438,2014
PS1601-075,LITUMBANDYOSI PR. SCHOOL,RUVUMA,MBINGA,L/NDYOSI,GOVERNMENT,35.13003398,-10.41510307,87.1,150.48,35.46,1147,2014
PS1601-076,LITUNDU PR. SCHOOL,RUVUMA,MBINGA,NAMSWEA,GOVERNMENT,34.82268492,-10.5409752,69.7,103.97,4.93,8075,2014
PS1601-077,LIULA PR. SCHOOL,RUVUMA,MBINGA,K/MAHUKA,GOVERNMENT,34.95290364,-10.76254593,47.83,99.13,11.63,9472,2014
PS1601-078,LIWANGA PR. SCHOOL,RUVUMA,MBINGA,UKATA,GOVERNMENT,34.784008,-10.832033,22.22,79.67,12.6,14276,2014
PS1601-079,LIWIHI PR. SCHOOL,RUVUMA,MBINGA,K/LOMO,GOVERNMENT,34.89647883,-10.78558507,54.05,104.22,11.68,8005,2014
PS1601-080,LIYOMBO PR. SCHOOL,RUVUMA,MBINGA,LINDA,GOVERNMENT,34.87459038,-10.82520317,63.16,112.74,26.2,5796,2014
PS1601-081,LONGA PR. SCHOOL,RUVUMA,MBINGA,MKUMBI,GOVERNMENT,34.91247825,-10.90787949,50,107.3,30.26,7125,2014
PS1601-082,LUGARI PR. SCHOOL,RUVUMA,MBINGA,MKUMBI,GOVERNMENT,34.8604247,-10.87961693,49.4,101.76,-11.3,8703,2014
PS1601-083,LUHAGARA PR. SCHOOL,RUVUMA,MBINGA,L/NDYOSI,GOVERNMENT,35.0605504,-10.53116399,47.95,101.78,-7.79,8698,2014
PS1601-084,LUHALALA PR. SCHOOL,RUVUMA,MBINGA,MAPERA,GOVERNMENT,34.81987465,-11.08309106,68.97,109.48,0.48,6571,2014
PS1601-085,LUHANGAI PR. SCHOOL,RUVUMA,MBINGA,MPEPAI,GOVERNMENT,35.10770594,-11.16751432,29.03,90.45,9.58,11895,2014
PS1601-086,LUHEHE PR. SCHOOL,RUVUMA,MBINGA,KIKOLO,GOVERNMENT,35.14988,-11.013376,94.44,125.44,33.54,3393,2014
PS1601-087,LUHIKITIKI PR. SCHOOL,RUVUMA,MBINGA,LINDA,GOVERNMENT,34.92616838,-10.83063446,10,70.75,-7.67,15370,2014
PS1601-088,LUKARASI PR. SCHOOL,RUVUMA,MBINGA,K/MAHUKA,GOVERNMENT,34.98354378,-10.77618126,53.7,102.72,-15.23,8424,2014
PS1601-089,LUKITI PR. SCHOOL,RUVUMA,MBINGA,LINDA,GOVERNMENT,34.898735,-10.832773,40.74,102.93,-23.02,8368,2014
PS1601-090,LULWAHI PR. SCHOOL,RUVUMA,MBINGA,LINDA,GOVERNMENT,34.898735,-10.832773,30,89.5,-2.26,12121,2014
PS1601-091,LUNORO PR. SCHOOL,RUVUMA,MBINGA,KIPOLOLO,GOVERNMENT,34.8089829,-10.89373715,60,119.53,8.64,4366,2014
PS1601-092,LUPILINGA PR. SCHOOL,RUVUMA,MBINGA,K/MAHUKA,GOVERNMENT,35.01580678,-10.80936258,45.83,93.71,-5.61,11045,2014
PS1601-093,LUPILISI ENGLISH MEDIUM,RUVUMA,MBINGA,,,34.9879625,-10.77202926,100,163.93,0,646,2014
PS1601-094,LUPILO PR. SCHOOL,RUVUMA,MBINGA,KITANDA,GOVERNMENT,35.15117469,-10.88321286,28.13,86.06,-8.39,12991,2014
PS1601-095,LUPOSO PR. SCHOOL,RUVUMA,MBINGA,MBANGAMAO,GOVERNMENT,35.047943,-11.081309,47.06,95.59,28.18,10505,2014
PS1601-096,LUWAITA PR. SCHOOL,RUVUMA,MBINGA,LUWAITA,GOVERNMENT,34.946283,-10.987878,91.23,150.05,35.24,1168,2014
PS1601-097,MABUNI PR. SCHOOL,RUVUMA,MBINGA,L/NDYOSI,GOVERNMENT,35.11000327,-10.43157743,93.33,134.6,37.63,2334,2014
