CODE,NAME,REGION,DISTRICT,WARD,OWNERSHIP,LONGITUDE,LATITUDE,PASS_RATE,CHANGE_PREVIOUS_YEAR_PASS_RATE,AVG_GPA,CHANGE_PREVIOUS_YEAR_GPA,RANK,YEAR_OF_RESULT,MORE_THAN_40,NATIONAL_RANK_ALL,REGIONAL_RANK_ALL,DISTRICT_RANK_ALL,PUPIL_TEACHER_RATIO
S2212,MWESE SECONDARY SCHOOL,KATAVI,MPANDA,MWESE,NON GOVERNMENT,30.30790056,-6.181853127,70,,1.299,-3.6134,973,2014,NO,,,,
S2213,USEVYA SECONDARY SCHOOL,KATAVI,MPANDA,,GOVERNMENT,30.56419613,-6.030090103,71.43,,1.2923,-3.5869,991,2014,NO,,,,
S2215,KALAMBO SECONDARY SCHOOL,RUKWA,KALAMBO,MKOWE,GOVERNMENT,31.33928,-8.257235,32.14,,0.7735,-4.4279,1985,2014,NO,,,,
S2216,MAZOKA SECONDARY SCHOOL,RUKWA,SUMBAWANGA RURAL,MUZE,GOVERNMENT,31.54731951,-7.673468739,34.48,,0.9896,-4.3516,1678,2014,NO,,,,
S2217,MPUNYULE SECONDARY SCHOOL,LINDI,KILWA,MANDAWA,GOVERNMENT,39.43739256,-9.387169148,81.82,,1.3194,-4.4054,924,2014,NO,,,,
S2220,NAIPANGA SECONDARY SCHOOL,LINDI,NACHINGWEA,NAIPANGA,GOVERNMENT,38.82027367,-10.47548668,53.13,,1.0854,-3.57,1469,2014,NO,,,,
S2221,NAIPINGO SECONDARY SCHOOL,LINDI,NACHINGWEA,NAIPINGO,GOVERNMENT,38.638634,-10.443326,100,,1.9444,-3.6442,170,2014,NO,,,,
S2222,MARAMBO SECONDARY SCHOOL,LINDI,NACHINGWEA,MARAMBO,GOVERNMENT,38.76665908,-10.21873933,50,,0.9821,-4.7159,1697,2014,NO,,,,
S2224,MLAFU SECONDARY SCHOOL,IRINGA,KILOLO,IMAGE,GOVERNMENT,36.19045711,-7.716684073,40.63,,0.8635,-4.068,1913,2014,NO,,,,
S2225,UHAMBINGETO SECONDARY SCHOOL,IRINGA,KILOLO,UHAMBINGETO,GOVERNMENT,35.96096601,-7.561533878,75.76,,1.2539,-3.6129,1078,2014,NO,,,,
S2226,MASISIWE SECONDARY SCHOOL,IRINGA,KILOLO,MASISIWE,GOVERNMENT,35.89088783,-8.301498355,58.06,,1.1452,-3.5542,1338,2014,NO,,,,
S2227,KITOWO SECONDARY SCHOOL,IRINGA,KILOLO,UKUMBI,GOVERNMENT,35.689601,-8.116097,71.43,,1.283,-3.7466,1015,2014,NO,,,,
S2228,KILOLE DAY SECONDARY SCHOOL,TANGA,KOROGWE TOWNSHIP AUTHORITY,,,38.47654085,-5.159393555,39.39,,0.8687,-4.5531,1905,2014,NO,,,,
S2238,NYAMILIMA SECONDARY SCHOOL,KAGERA,KARAGWE,MABIRA,GOVERNMENT,30.94269796,-1.226438791,56.67,,1.0047,-4.2964,1649,2014,NO,,,,
S2239,NYABUSOZI SECONDARY SCHOOL,KAGERA,BIHARAMULO,NYABUSOZI,GOVERNMENT,31.45023549,-2.849600097,90,,1.5504,-3.7152,487,2014,NO,,,,
S2240,MAKURUGUSI SECONDARY SCHOOL,GEITA,CHATO,MAKURUGUSI,GOVERNMENT,31.788456,-2.901431,75,,1.4273,-3.2467,677,2014,NO,,,,
S2241,ILEMELA SECONDARY SCHOOL,GEITA,CHATO,ILEMELA,GOVERNMENT,31.64824882,-2.625454057,53.33,,1.0116,-4.3189,1638,2014,NO,,,,
S2247,MARIRE DAY SECONDARY SCHOOL,KILIMANJARO,HAI,MASAMA MASHARIKI,GOVERNMENT,37.196952,-3.188892,80.56,,1.4611,-3.6752,630,2014,NO,,,,
S2248,MUKWASA DAY SECONDARY SCHOOL,KILIMANJARO,HAI,MASAMA KUSINI,GOVERNMENT,37.161146,-3.305443,37.5,,0.8825,-4.6458,1887,2014,NO,,,,
S2249,FUKA SECONDARY SCHOOL,KILIMANJARO,SIHA,IVAENY,GOVERNMENT,37.09223523,-3.204128192,83.33,,1.4673,-3.7894,616,2014,NO,,,,
S2250,MBUZII SECONDARY SCHOOL,TANGA,LUSHOTO,MBUZII,GOVERNMENT,38.34180469,-4.857754448,72.73,,1.442,-3.9716,658,2014,NO,,,,
S2255,POTWE DAY SECONDARY SCHOOL,TANGA,MUHEZA,POTWE,GOVERNMENT,38.643228,-5.20722,91.67,,1.3697,-4.0562,802,2014,NO,,,,
S2256,MANZA DAY SECONDARY SCHOOL,TANGA,MKINGA,MANZA,GOVERNMENT,39.135862,-4.867571,57.14,,1.0268,-4.4494,1601,2014,NO,,,,
S2259,MARY NAGU SECONDARY SCHOOL,MANYARA,HANANG,HIDET,GOVERNMENT,35.51596883,-4.487053603,30.77,,0.966,-3.9913,1735,2014,NO,,,,
S2261,DANIEL NOUD SECONDARY SCHOOL,MANYARA,HANANG,MOGITU,GOVERNMENT,35.29308108,-4.524461629,61.29,,1.6201,-3.0788,385,2014,NO,,,,
S2262,WARETA SECONDARY SCHOOL,MANYARA,HANANG,NANGWA,GOVERNMENT,35.46987857,-4.540618979,63.64,,1.4572,-3.5681,636,2014,NO,,,,
S2263,GISAMBALANG SECONDARY SCHOOL,MANYARA,HANANG,GISSAMBALANG,GOVERNMENT,35.47900035,-4.784215199,41.18,,1.151,-3.8483,1318,2014,NO,,,,
S2267,MIHINGO SECONDARY SCHOOL,MARA ,BUNDA,MIHINGO,GOVERNMENT,34.21444226,-1.873672075,75,,1.481,-3.335,595,2014,NO,,,,
S2271,MWAMALOLE SECONDARY SCHOOL,SIMIYU,MEATU,MWAMALOLE,GOVERNMENT,34.30408272,-3.889554014,20,,1.1759,-3.6297,1250,2014,NO,,,,
S2272,MWABUMA SECONDARY SCHOOL,SIMIYU,MEATU,MWABUMA,GOVERNMENT,34.24187935,-3.027644981,77.78,,1.4807,-3.3154,596,2014,NO,,,,
S2273,PAJI  SECONDARY SCHOOL,SIMIYU,MEATU,KIMALI,GOVERNMENT,34.44642841,-3.545755455,76.92,,1.4343,-3.3561,668,2014,NO,,,,
S2274,LINGEKA SECONDARY SCHOOL,SIMIYU,MEATU,MWASENGELA,GOVERNMENT,34.373176,-3.0387464,60.71,,1.0661,-3.4949,1505,2014,NO,,,,
S2275,LUBIGA  SECONDARY SCHOOL,SIMIYU,MEATU,LUBIGA,GOVERNMENT,34.21776939,-3.299791435,87.5,,1.5949,-3.0208,416,2014,NO,,,,
S2277,BUSI SECONDARY SCHOOL,DODOMA,KONDOA,PAHI,GOVERNMENT,35.41981425,-4.59910843,57.14,,1.0933,-3.7003,1452,2014,NO,,,,
S2280,UNGULU SECONDARY SCHOOL,MOROGORO,MVOMERO,KIBATI,GOVERNMENT,37.42499589,-5.929618987,60,,1.2571,-4.5431,1073,2014,NO,,,,
S2285,MNINGA SECONDARY SCHOOL,IRINGA,MUFINDI,MNINGA,GOVERNMENT,35.22211761,-8.569734318,74.29,,1.2909,-3.8999,993,2014,NO,,,,
S2288,KIBASUKA SECONDARY SCHOOL,MARA ,TARIME,KIBASUKA,GOVERNMENT,34.4390978,-1.421589,80,,1.3556,-3.7936,837,2014,NO,,,,
S2291,CHANZURU SECONDARY SCHOOL,MOROGORO,KILOSA,CHANZURU,GOVERNMENT,36.99869045,-6.973088755,76.67,,1.5332,-3.9414,507,2014,NO,,,,
S2292,MSOWERO SECONDARY SCHOOL,MOROGORO,KILOSA,MSOWERO,GOVERNMENT,37.21062702,-6.512712464,58.33,,0.8722,-4.2291,1900,2014,NO,,,,
S2293,MAGUBIKE SECONDARY SCHOOL,MOROGORO,KILOSA,MAGUBIKE,GOVERNMENT,37.18190914,-6.250319248,84.62,,1.2064,-4.1122,1174,2014,NO,,,,
S2294,RUPONDA SECONDARY SCHOOL,LINDI,NACHINGWEA,RUPONDA,GOVERNMENT,38.69783422,-10.23716935,50,,0.8681,-4.6278,1906,2014,NO,,,,
S2302,KAMWALA SECONDARY SCHOOL,KILIMANJARO,MWANGA,SHIGHATINI,GOVERNMENT,37.63019934,-3.696727233,75,,1.138,-4.2818,1351,2014,NO,,,,
S2304,SEJELI SECONDARY SCHOOL,DODOMA,KONGWA,SEJELI,GOVERNMENT,36.3345258,-6.1048597,70,,1.4123,-3.6398,706,2014,NO,,,,
S2306,BUSANDA SECONDARY SCHOOL,GEITA,GEITA,BUSANDA,GOVERNMENT,32.085492,-3.011792,85,,1.3963,-3.6368,740,2014,NO,,,,
S2307,GORONG'A SECONDARY SCHOOL,MARA ,TARIME,GORNG'A,GOVERNMENT,34.69614464,-1.444076148,62.86,,1.163,-3.9008,1286,2014,NO,,,,
S2309,KWAMSISI SECONDARY SCHOOL,TANGA,HANDENI TOWNSHIP AUTHORITY,KWAMSISI,GOVERNMENT,38.5809525,-5.8591137,47.06,,1.1057,-3.9315,1418,2014,NO,,,,
S2310,SHUME SECONDARY SCHOOL,TANGA,LUSHOTO,SHUME,GOVERNMENT,38.19230331,-4.638855859,68.18,,1.4166,-3.8169,697,2014,NO,,,,
S2316,BUHINGU SECONDARY SCHOOL,KIGOMA,KIGOMA RURAL,BUHINGU,GOVERNMENT,29.8706107,-5.959414965,32,,0.9871,-4.4425,1687,2014,NO,,,,
S2317,KIPANDE SECONDARY SCHOOL,RUKWA,NKASI,KIPANDE,GOVERNMENT,31.3650696,-7.820562157,76,,1.1304,-4.2187,1367,2014,NO,,,,
S2318,YAKOBI SECONDARY SCHOOL,NJOMBE,NJOMBE,YAKOBI,GOVERNMENT,34.90014549,-9.396670548,82.61,,1.7477,-2.7986,266,2014,NO,,,,
S2320,MANGOTO SECONDARY SCHOOL,KILIMANJARO,MOSHI,KAHE,GOVERNMENT,37.43184,-3.517127,61.54,,1.0226,-4.1443,1612,2014,NO,,,,
S2321,IGONGWA SECONDARY SCHOOL,MWANZA,KWIMBA,IGONGWA,GOVERNMENT,33.2737942,-2.998360892,72.97,,1.7066,-3.0926,291,2014,NO,,,,
S2322,KIMOCHI SECONDARY SCHOOL,KILIMANJARO,MOSHI,KIMOCHI,GOVERNMENT,37.41430059,-3.364741394,67.65,,1.5051,-3.4789,553,2014,NO,,,,
S2323,MHANDE SECONDARY SCHOOL,MWANZA,KWIMBA,MHANDE,GOVERNMENT,33.01910236,-3.31539472,56.25,,1.0787,-3.9171,1481,2014,NO,,,,
S2329,NACHUNYU SECONDARY SCHOOL,MTWARA,TANDAHIMBA,NACHUNYU,GOVERNMENT,39.59718591,-10.67844372,40,,0.8655,-4.5757,1910,2014,NO,,,,
S2330,KAGONDO SECONDARY SCHOOL,KAGERA,MULEBA,MUHUTWE,GOVERNMENT,31.70660266,-1.541141404,80.65,,1.5647,-3.4237,460,2014,NO,,,,
S2331,LAKE BABATI SECONDARY SCHOOL,MANYARA,BABATI URBAN,,NON GOVERNMENT,35.86214402,-4.099387245,38.24,,0.8423,-4.1473,1932,2014,NO,,,,
S2332,AARON HARRIS SECONDARY SCHOOL,DAR ES SALAAM,ILALA,PUGU,NON GOVERNMENT,39.11952741,-6.891640541,100,,2.0558,-2.0715,146,2014,NO,,,,
S2342,STAMARIA SALOME SECONDARY SCHOOL,DAR ES SALAAM,KINONDONI,BUNJU,NON GOVERNMENT,39.129735,-6.628314,93.1,,1.7418,-2.5866,271,2014,NO,,,,
S2343,MTUMBA SECONDARY SCHOOL,DODOMA,DODOMA URBAN,MTUMBA,GOVERNMENT,35.936062,-6.144552,58.06,,0.9633,-4.017,1742,2014,NO,,,,
S2345,HELLEN'S SECONDARY SCHOOL,DAR ES SALAAM,KINONDONI,MBEZI,NON GOVERNMENT,39.092274,-6.742454,100,,4.2079,2.0273,2,2014,NO,,,,
S2346,NGWELO SECONDARY SCHOOL,TANGA,LUSHOTO,NGWELO,GOVERNMENT,38.3869127,-4.6035091,90.91,,1.5972,-3.4227,414,2014,NO,,,,
S2351,UKATA SECONDARY SCHOOL,RUVUMA,MBINGA,UKATA,GOVERNMENT,34.784008,-10.832033,25,,0.7347,-4.5798,2011,2014,NO,,,,
S2353,KING DAVID SECONDARY SCHOOL,MTWARA,MTWARA URBAN,MITENGO,NON GOVERNMENT,40.136869,-10.277089,92.31,,1.6956,-2.0902,303,2014,NO,,,,
S2361,MAVANGA SECONDARY SCHOOL,NJOMBE,LUDEWA,MAVANGA,GOVERNMENT,35.11271364,-9.88958377,75,,1.2429,-4.0675,1108,2014,NO,,,,
S2362,NALIMA SECONDARY SCHOOL,RUVUMA,SONGEA RURAL,LITISHA,GOVERNMENT,35.38022967,-10.64696269,61.54,,1.0005,-4.4914,1660,2014,NO,,,,
S2364,MTAE SECONDARY SCHOOL,TANGA,LUSHOTO,MTAE,GOVERNMENT,38.23686205,-4.462392073,66.67,,1.5714,-4.1154,453,2014,NO,,,,
S2368,MAGINDU SECONDARY SCHOOL,PWANI,KIBAHA,MAGINDU,GOVERNMENT,38.33534294,-6.797700028,76.92,,1.4957,-3.9227,567,2014,NO,,,,
S2369,ULIWA SECONDARY SCHOOL,NJOMBE,NJOMBE,IWUNGILO,GOVERNMENT,34.87347505,-9.589893889,53.85,,0.9395,-4.2472,1793,2014,NO,,,,
S2372,NAMAJANI SECONDARY SCHOOL,MTWARA,MASASI,NAMAJANI,GOVERNMENT,38.66522806,-10.73841661,60,,1.5286,-3.5114,514,2014,NO,,,,
S2375,KERENGE SECONDARY SCHOOL,TANGA,MUHEZA,TINGENI,GOVERNMENT,38.75644927,-5.209678814,76.92,,1.3479,-4.3387,852,2014,NO,,,,
S2377,BUNGULWA SECONDARY SCHOOL,MWANZA,KWIMBA,BUNGULWA,GOVERNMENT,33.30526321,-2.761240471,57.14,,1.2654,-3.8753,1050,2014,NO,,,,
S2384,MWISI SECONDARY SCHOOL,TABORA,IGUNGA,MWISI,GOVERNMENT,33.474167,-4.527932,85.19,,1.5568,-3.2368,469,2014,NO,,,,
S2385,KAREMA SECONDARY SCHOOL,KATAVI,MPANDA,KAREMA,GOVERNMENT,30.43634372,-6.810614004,69.57,,1.177,-3.7971,1249,2014,NO,,,,
S2387,NEEMA SECONDARY SCHOOL,KILIMANJARO,HAI,MACHAME UROKI,GOVERNMENT,37.20755563,-3.234838001,66.67,,1.2337,-4.1246,1122,2014,NO,,,,
S2388,KIMBE SECONDARY SCHOOL,TANGA,KILINDI,KIMBE,GOVERNMENT,37.63739313,-5.793484702,58.33,,1.2295,-2.7963,1132,2014,NO,,,,
S2389,KIBIRASHI SECONDARY SCHOOL,TANGA,KILINDI,KIBIRASHI,GOVERNMENT,37.4481171,-5.3768138,92.86,,1.9017,-3.4805,186,2014,NO,,,,
S2390,KIKUNDE SECONDARY SCHOOL,TANGA,KILINDI,KIKUNDE,GOVERNMENT,37.19862476,-5.980468057,82.35,,1.7743,-3.1777,249,2014,NO,,,,
S2392,KAYAO SECONDARY SCHOOL,NJOMBE,LUDEWA,MADOPE,GOVERNMENT,34.70136394,-9.69788091,77.78,,1.3393,-3.8318,873,2014,NO,,,,
S2393,MWASENI SECONDARY SCHOOL,PWANI,RUFIJI,MWASENI,GOVERNMENT,38.141669,-7.870123,57.14,,0.9292,-4.3786,1813,2014,NO,,,,
S2399,JAMBIANI SECONDARY SCHOOL,UNGUJA,KUSINI UNGUJA,,NON GOVERNMENT,39.4920792,-6.336328591,54.29,,0.97,-4.0598,1720,2014,NO,,,,
S2403,LANGONI SECONDARY SCHOOL,UNGUJA,MAGHARIBI,,NON GOVERNMENT,39.25050824,-6.165558553,52.94,,0.9484,-4.0439,1778,2014,NO,,,,
S2410,UKONGORONI SECONDARY SCHOOL,UNGUJA,KATI,,NON GOVERNMENT,39.36997227,-6.161821934,68.18,,1.0536,-3.7026,1536,2014,NO,,,,
S2411,CHWALE SECONDARY SCHOOL,PEMBA,WETE,,NON GOVERNMENT,39.7660923,-5.096802092,71.05,,1.1533,-4.147,1310,2014,NO,,,,
S2412,FURAHA SECONDARY SCHOOL,PEMBA,CHAKE CHAKE,,NON GOVERNMENT,39.76995606,-5.247620185,50,,0.8475,-4.6838,1930,2014,NO,,,,
S2413,KINOWE SECONDARY SCHOOL,PEMBA,MICHEWENI,,NON GOVERNMENT,39.77519821,-4.969569852,63.16,,1.1194,-3.9078,1388,2014,NO,,,,
S2414,MIZINGANI SECONDARY SCHOOL,PEMBA,MKOANI,,NON GOVERNMENT,39.70566302,-5.378256891,63.16,,0.9626,-4.1291,1744,2014,NO,,,,
S2420,ZIWANI SECONDARY SCHOOL,PEMBA,CHAKE CHAKE,,NON GOVERNMENT,39.76995606,-5.247620185,43.24,,0.8236,-4.1642,1946,2014,NO,,,,
S2423,KYERWA SECONDARY SCHOOL,KAGERA,KARAGWE,KYERWA,GOVERNMENT,30.75167299,-1.402497712,72.97,,1.4606,-3.7611,632,2014,NO,,,,
S2424,MKUNDI SECONDARY SCHOOL,MTWARA,TANDAHIMBA,MKUNDI,GOVERNMENT,39.48513,-10.945648,52.94,,0.9531,-4.2222,1771,2014,NO,,,,
S2426,CHAMAZI ISLAMIC SEMINARY,DAR ES SALAAM,TEMEKE,CHAMAZI,NON GOVERNMENT,39.220013,-6.957094,100,,2.4699,-1.0449,86,2014,NO,,,,
S2428,MBUJI SECONDARY SCHOOL,RUVUMA,MBINGA,MBUJI,GOVERNMENT,34.882512,-11.019672,57.89,,1.0203,-4.0865,1616,2014,NO,,,,
S2434,NGUNJA SECONDARY SCHOOL,MTWARA,TANDAHIMBA,NGUNJA,GOVERNMENT,39.41431158,-10.45974829,71.43,,0.9702,-3.9947,1719,2014,NO,,,,
S2435,MDIMBA SECONDARY SCHOOL,MTWARA,TANDAHIMBA,MDIMBA,GOVERNMENT,39.47421003,-10.74121972,65.38,,1.2113,-4.0516,1163,2014,NO,,,,
S2436,MAUNDO SECONDARY SCHOOL,MTWARA,TANDAHIMBA,MAUNDO,GOVERNMENT,39.62122799,-10.89862636,66.67,,1.3571,-4.2198,832,2014,NO,,,,
S2437,LIENJE SECONDARY SCHOOL,MTWARA,TANDAHIMBA,LIENJE,GOVERNMENT,39.54749699,-10.67697915,25,,0.7347,-4.5824,2012,2014,NO,,,,
S2438,CHINYIKA SECONDARY SCHOOL,DODOMA,MPWAPWA,MLUNDUZI,GOVERNMENT,36.1808507,-6.7259205,37.5,,0.7857,-4.3138,1977,2014,NO,,,,
S2439,CHIPOGORO SECONDARY SCHOOL,DODOMA,MPWAPWA,CHIPOGORO,GOVERNMENT,35.41761042,-6.611881901,58.33,,0.7776,-4.3163,1983,2014,NO,,,,
S2441,MTITAA SECONDARY SCHOOL,DODOMA,BAHI,MTITAA,GOVERNMENT,35.545775,-6.473325,42.86,,1.0604,-3.8083,1525,2014,NO,,,,
S2442,IBIHWA SECONDARY SCHOOL,DODOMA,BAHI,IBIHWA,GOVERNMENT,35.4318976,-6.0272518,69.23,,1.6667,-2.733,336,2014,NO,,,,
S2443,CHIPANGA SECONDARY SCHOOL,DODOMA,BAHI,CHIPANGA,GOVERNMENT,35.381748,-6.272085,100,,1.4375,-3.3482,665,2014,NO,,,,
S2444,IDIFU SECONDARY SCHOOL,DODOMA,CHAMWINO,IDIFU,GOVERNMENT,35.98115947,-6.437377899,38.46,,0.8979,-4.0543,1861,2014,NO,,,,
S2446,MSAMALO SECONDARY SCHOOL,DODOMA,CHAMWINO,MSAMALO,GOVERNMENT,36.116374,-6.266473,72.97,,1.3407,-3.5936,870,2014,NO,,,,
S2447,SEGALA SECONDARY SCHOOL,DODOMA,CHAMWINO,SEGALA,GOVERNMENT,36.199817,-5.558642,90.91,,1.5904,-2.9993,429,2014,NO,,,,
S2449,BABAYU SECONDARY SCHOOL,DODOMA,BAHI,BABAYU,GOVERNMENT,35.71315912,-5.63768531,12.5,,0.6148,-4.6449,2063,2014,NO,,,,
S2450,ITISO SECONDARY SCHOOL,DODOMA,CHAMWINO,ITISO,GOVERNMENT,35.985774,-5.667669,60,,1.2339,-4.0376,1120,2014,NO,,,,
S2451,MAKWAWA SECONDARY SCHOOL,DODOMA,CHAMWINO,IRINGA MVUMI,GOVERNMENT,35.84837241,-6.302615532,54.55,,0.9335,-3.9795,1803,2014,NO,,,,
S2452,LAMAITI SECONDARY SCHOOL,DODOMA,BAHI,LAMAITI,GOVERNMENT,35.49346626,-5.792611602,62.5,,1.2321,-3.8788,1125,2014,NO,,,,
S2460,IDUO SECONDARY SCHOOL,DODOMA,,,,35.73947,-6.17221,40,,0.7811,0.7811,1979,2014,NO,,,,
S2461,CHIWE SECONDARY SCHOOL,DODOMA,KONGWA,CHIWE,GOVERNMENT,36.7844077,-6.2261146,88.89,,1.2496,-3.2157,1089,2014,NO,,,,
S2462,NGOMAI SECONDARY SCHOOL,DODOMA,KONGWA,NGOMAI,GOVERNMENT,36.6461748,-5.9581859,100,,1.9063,-3.0502,183,2014,NO,,,,
S2463,HEMBAHEMBA SECONDARY SCHOOL,DODOMA,KONGWA,NJOGE,GOVERNMENT,36.7047711,-6.0131742,76.47,,1.3725,-3.9341,788,2014,NO,,,,
S2464,SONGAMBELE KILIMANI SECONDARY SCHOOL,DODOMA,KONGWA,SONGAMBELE,GOVERNMENT,36.457134,-5.9020454,58.33,,1.4164,-3.66,698,2014,NO,,,,
S2465,MANG'HAILA  SECONDARY SCHOOL,DODOMA,KONGWA,ZOISSA,GOVERNMENT,36.407603,-5.690024,71.43,,1.0628,-4.1939,1517,2014,NO,,,,
S2467,FURAHIA SECONDARY SCHOOL,IRINGA,IRINGA RURAL,MALENGAMAKALI,GOVERNMENT,35.19453871,-7.50009637,75.76,,1.6794,-3.591,326,2014,NO,,,,
S2468,ILONGA SECONDARY SCHOOL,MOROGORO,ULANGA,IRAGUA,GOVERNMENT,36.81577346,-9.04783959,52.63,,1.0383,-4.3777,1580,2014,NO,,,,
S2469,CELINA KOMBANI SECONDARY SCHOOL,MOROGORO,ULANGA,MWAYA,GOVERNMENT,36.790507,-8.952137,59.09,,0.9459,-4.8367,1779,2014,NO,,,,
S2471,UPONERA SECONDARY SCHOOL,MOROGORO,ULANGA,UPONERA,GOVERNMENT,36.73199651,-8.687632364,77.78,,1.0927,-4.4231,1454,2014,NO,,,,
S2474,USANGULE SECONDARY SCHOOL,MOROGORO,ULANGA,USANGULE,GOVERNMENT,36.3551931,-8.8197035,58.82,,1.0853,-4.4789,1471,2014,NO,,,,
S2475,MALINYI SECONDARY SCHOOL,MOROGORO,ULANGA,MALINYI,GOVERNMENT,36.16450499,-8.917555961,50,,0.978,-4.6066,1704,2014,NO,,,,
S2477,PARADIGMS SECONDARY SCHOOL,DAR ES SALAAM,KINONDONI,KIMARA,NON GOVERNMENT,39.1572039,-6.819316205,100,,2.1908,-1.9335,121,2014,NO,,,,
S2480,KWAMTORO SECONDARY SCHOOL,DODOMA,KONDOA,KWAMTORO,GOVERNMENT,35.89841024,-4.73943417,50,,1.1035,-4.5398,1424,2014,NO,,,,
S2481,GOIMA  SECONDARY SCHOOL,DODOMA,KONDOA,GOIMA,GOVERNMENT,35.89841024,-4.73943417,42.86,,0.9333,-4.4896,1806,2014,NO,,,,
S2482,LOO  SECONDARY SCHOOL,DODOMA,KONDOA,KALAMBA,GOVERNMENT,35.916807,-4.880774,100,,1.2963,-3.9183,980,2014,NO,,,,
S2483,KOLO SECONDARY SCHOOL,DODOMA,KONDOA,KOLO,GOVERNMENT,35.8428617,-4.726735,40,,0.9844,-4.5683,1692,2014,NO,,,,
S2485,MASANGE SECONDARY SCHOOL,DODOMA,KONDOA,MASANGE,GOVERNMENT,35.80422659,-4.607039617,44.44,,0.95,-4.5737,1774,2014,NO,,,,
S2486,THAWI SECONDARY SCHOOL,DODOMA,KONDOA,THAWI,GOVERNMENT,35.70732184,-4.734236208,50,,1.047,-4.1761,1550,2014,NO,,,,
S2488,KIKILO SECONDARY SCHOOL,DODOMA,KONDOA,KIKILO,GOVERNMENT,35.685328,-4.558648,50,,0.8599,-4.1312,1915,2014,NO,,,,
S2489,DALAI SECONDARY SCHOOL,DODOMA,KONDOA,DALAI,GOVERNMENT,35.9819223,-4.9899943,48,,0.9763,-4.5283,1705,2014,NO,,,,
S2490,SERYA SECONDARY SCHOOL,DODOMA,KONDOA,SERYA,GOVERNMENT,35.57593,-4.938076,37.5,,0.8714,-4.9533,1901,2014,NO,,,,
S2491,KWALE SECONDARY SCHOOL,TANGA,MKINGA,KWALE,GOVERNMENT,39.1381367,-4.961020787,70.59,,1.2094,-4.0879,1169,2014,NO,,,,
S2492,MAWENGI SECONDARY SCHOOL,DAR ES SALAAM,KINONDONI,KUNDUCHI,NON GOVERNMENT,39.199716,-6.660464,61.54,,1.717,-3.3336,285,2014,NO,,,,
S2494,MKAMBA SECONDARY SCHOOL,PWANI,MKURANGA,KIMANZICHANA,GOVERNMENT,39.05275414,-7.375046529,60,,1.0304,-4.5268,1594,2014,NO,,,,
S2495,MUNZEZE SECONDARY SCHOOL,KIGOMA,KASULU,MUNZEZE,GOVERNMENT,29.87873243,-4.735793358,72.73,,1.5782,-3.5919,444,2014,NO,,,,
S2497,KIPETA SECONDARY SCHOOL,RUKWA,SUMBAWANGA RURAL,KIPETA,GOVERNMENT,32.275405,-8.362230049,25,,0.7794,-4.4065,1980,2014,NO,,,,
S2502,MBWENI SECONDARY SCHOOL,DAR ES SALAAM,KINONDONI,MBWENI,GOVERNMENT,39.12187332,-6.577126972,74.29,,1.6207,-3.6873,383,2014,NO,,,,
S2506,CARMEL SECONDARY SCHOOL,MOROGORO,KILOSA,,NON GOVERNMENT,36.52915583,-7.335228961,100,,3.9684,1.8009,9,2014,NO,,,,
S2507,NGOMENI SECONDARY SCHOOL,TANGA,MUHEZA,NGOMENI,GOVERNMENT,38.88745506,-5.161778234,41.67,,1.0014,-4.4938,1655,2014,NO,,,,
S2509,ENGLISH SPEAKING INT. MUSLIM SCHOOL,UNGUJA,MJINI,,GOVERNMENT,39.20851675,-6.164104702,93.75,,2.2976,-1.7716,108,2014,NO,,,,
S2510,ISTIQAMA SECONDARY SCHOOL,KATAVI,MPANDA,,,31.06965787,-6.336823108,45.16,,0.9633,-3.7222,1743,2014,NO,,,,
S2511,MADISI SECONDARY SCHOOL,IRINGA,MUFINDI,LUHUNGA,NON GOVERNMENT,35.50349338,-8.561759244,94.29,,1.9253,-2.2264,177,2014,NO,,,,
S2512,MOHORO SECONDARY SCHOOL,PWANI,RUFIJI,CHUMBI,GOVERNMENT,39.14664933,-8.143910608,67.86,,1.2883,-4.4574,998,2014,NO,,,,
S2513,BETTY MITCHEL SECONDARY SCHOOL,MOROGORO,,,,37.66122,-6.82102,33.33,,0.7381,0.7381,2009,2014,NO,,,,
S2518,KIWERE SECONDARY SCHOOL,TABORA,SIKONGE,KITUNDA,GOVERNMENT,33.24969936,-6.837813338,100,,2.5682,-2.3255,77,2014,NO,,,,
S2519,SWAYA SECONDARY SCHOOL,MBEYA,MBEYA RURAL,SANTILYA,GOVERNMENT,33.44293546,-8.949773065,64.71,,1.0523,-4.2036,1538,2014,NO,,,,
S2520,SELEMBALA SECONDARY SCHOOL,MOROGORO,MOROGORO,SELEMBALA,GOVERNMENT,38.00224307,-7.226520642,73.68,,1.1434,-4.1632,1341,2014,NO,,,,
S2522,MPONDE SECONDARY SCHOOL,TANGA,LUSHOTO,MPONDE,GOVERNMENT,38.40194755,-4.919595661,87.5,,1.4821,-4.1965,591,2014,NO,,,,
S2524,MURUSAGAMBA SECONDARY SCHOOL,KAGERA,NGARA,MURUSAGAMBA,GOVERNMENT,30.833326,-2.878118,69.23,,1.0616,-3.9121,1521,2014,NO,,,,
S2525,KIRUSHYA SECONDARY SCHOOL,KAGERA,NGARA,KIRUSHYA,GOVERNMENT,30.53379518,-2.470393626,70,,1.2772,-3.6459,1028,2014,NO,,,,
