CODE,NAME,REGION,DISTRICT,WARD,OWNERSHIP,LONGITUDE,LATITUDE,PASS_RATE,CHANGE_PREVIOUS_YEAR_PASS_RATE,AVG_GPA,CHANGE_PREVIOUS_YEAR_GPA,RANK,YEAR_OF_RESULT,MORE_THAN_40,NATIONAL_RANK_ALL,REGIONAL_RANK_ALL,DISTRICT_RANK_ALL,PUPIL_TEACHER_RATIO
S4805,NTAMBWE SECONDARY SCHOOL,TANGA,LUSHOTO,MALIBWI,GOVERNMENT,38.41108965,-4.539201575,44.83,,0.9097,-4.4588,1844,2014,NO,,,,
S4813,MBEMBALEO SECONDARY SCHOOL,MTWARA,MTWARA RURAL,MBEMBALEO,GOVERNMENT,39.89790828,-10.68459749,100,,1.75,-3.9641,264,2014,NO,,,,
S4814,MAWANDA SECONDARY SCHOOL,KILIMANJARO,ROMBO,MAHIDA,GOVERNMENT,37.61603,-3.316162,48.28,,1.1511,-4.0922,1317,2014,NO,,,,
S4821,CRESENT SECONDARY SCHOOL,MWANZA,,,,32.9,-2.51667,100,,2.01,2.01,151,2014,NO,,,,
S4823,KIPERESA  SECONDARY SCHOOL,MANYARA,KITETO,OLBOLOTI,GOVERNMENT,36.75833488,-5.223461189,80,,1.0952,-4.157,1445,2014,NO,,,,
S4824,NJORO SECONDARY SCHOOL,MANYARA,KITETO,NJORO,GOVERNMENT,36.29444395,-4.901170899,33.33,,0.7236,-4.4812,2016,2014,NO,,,,
S4826,ORKINE SECONDARY SCHOOL,MANYARA,KITETO,SONGAMBELE,GOVERNMENT,36.35970402,-5.329498137,38.46,,0.8892,-4.4642,1877,2014,NO,,,,
S4828,GILGAL SECONDARY SCHOOL,NJOMBE,,,,34.90015,-9.36762,86.96,,1.3904,1.3904,754,2014,NO,,,,
S4829,GEITA ISLAMIC SEMINARY,GEITA,,,,31.9,-3.2,92.31,,2.1449,2.1449,127,2014,NO,,,,
S4830,WEST SERENGETI SECONDARY SCHOOL,SIMIYU,,,,34.2,-2.95,76.47,,1.5931,1.5931,422,2014,NO,,,,
S4834,MUTUKULA SECONDARY SCHOOL,KAGERA,,,,31.45,-1.9,66.67,,1.4111,1.4111,710,2014,NO,,,,
S4837,NKANGA SECONDARY SCHOOL,MBEYA,MBOZI,NAMBINZO,GOVERNMENT,32.632762,-8.729276,59.26,,1.1083,-3.529,1411,2014,NO,,,,
S4838,NAMOLE SECONDARY SCHOOL,MBEYA,,,,33.45,-8.9,55.56,,0.9375,0.9375,1797,2014,NO,,,,
S4839,LUMBILA SECONDARY SCHOOL,MBEYA,MBOZI,RUANDA,GOVERNMENT,33.113534,-8.984774,69.23,,1.2798,-3.6332,1021,2014,NO,,,,
S4847,PEACE LAND SECONDARY SCHOOL,DAR ES SALAAM,,,,39.26951,-6.82349,40,,0.9783,0.9783,1703,2014,NO,,,,
S4852,MTANGA DELTA SECONDARY SCHOOL,PWANI,RUFIJI,KIONGOLONI,GOVERNMENT,38.62753759,-7.937078924,33.33,,0.7826,-4.9201,1978,2014,NO,,,,
S4853,LIGOMA SECONDARY SCHOOL ,RUVUMA,TUNDURU,LIGOMA,GOVERNMENT,37.35802601,-11.08485599,54.17,,1.0995,-3.863,1434,2014,NO,,,,
S4855,MIANDI SECONDARY SCHOOL,SINGIDA,IKUNGI,KITUNTU,GOVERNMENT,34.727951,-4.973565,65.22,,1.4409,-3.6289,660,2014,NO,,,,
S4857,KITULO SECONDARY SCHOOL,NJOMBE,MAKETE,,NON GOVERNMENT,34.0134278,-9.128657475,84.21,,1.4926,-3.5229,575,2014,NO,,,,
S4858,SHITAGE SECONDARY SCHOOL,TABORA,UYUI,,NON GOVERNMENT,32.50589658,-4.276471039,56.25,,1.2013,-3.3492,1191,2014,NO,,,,
S4859,IBUGULE SECONDARY SCHOOL,DODOMA,BAHI,IBUGULE,GOVERNMENT,35.532617,-6.393066,23.08,,0.7509,-4.5308,2001,2014,NO,,,,
S4861,EMBOREET SECONDARY SCHOOL,MANYARA,SIMANJIRO,EMBOREET,GOVERNMENT,36.26108918,-3.539407063,34.62,,0.9659,-4.4231,1736,2014,NO,,,,
S4864,NGOGO SECONDARY SCHOOL,NJOMBE,,,,34.90015,-9.36762,85.71,,1.6325,1.6325,367,2014,NO,,,,
S4865,HANDU SECONDARY SCHOOL,SINGIDA,MANYONI,ITIGI,GOVERNMENT,34.46830005,-5.696780698,46.15,,1.2454,-3.6174,1100,2014,NO,,,,
S4866,UNDOMO SECONDARY SCHOOL,TABORA,NZEGA,NZEGA NDOGO,GOVERNMENT,33.1813938,-4.148361739,72.22,,1.255,-3.5722,1077,2014,NO,,,,
S4868,BALENI SECONDARY SCHOOL,PWANI,MAFIA,BALENI,GOVERNMENT,39.812505,-7.865444,76.92,,1.2825,-4.1497,1018,2014,NO,,,,
S4869,MICHENI SECONDARY SCHOOL,PWANI,MAFIA,MIBURANI,GOVERNMENT,39.639585,-7.966145,73.33,,1.1127,-4.5832,1402,2014,NO,,,,
S4870,LUKALA  SECONDARY SCHOOL,RUVUMA,SONGEA URBAN,TANGA,GOVERNMENT,35.72386867,-10.55983514,71.43,,1.0053,-4.6641,1647,2014,NO,,,,
S4877,KASSINGA  SECONDARY SCHOOL,PWANI,KIBAHA,,,38.55091591,-6.817426621,78.57,,1.3589,-3.2528,824,2014,NO,,,,
S4878,IKUNGUIGAZI SECONDARY SCHOOL,GEITA,MBOGWE,IKUNGUIGAZI,GOVERNMENT,31.98201136,-3.245933147,88.89,,1.1171,-4.2383,1393,2014,NO,,,,
S4879,CHANIKANGUO SECONDARY SCHOOL,MTWARA,MASASI,MPINDIMBI,GOVERNMENT,38.89494195,-10.79958092,41.94,,0.8964,-4.4664,1864,2014,NO,,,,
S4881,IZYIRA SECONDARY SCHOOL,MBEYA,MBEYA RURAL,IWIJI,GOVERNMENT,33.1540676,-9.258005669,44.83,,1.0465,-3.7848,1552,2014,NO,,,,
S4882,NYASA LAKE SHORE SECONDARY SCHOOL,MBEYA,KYELA,,GOVERNMENT,34.02411501,-9.486679164,44.74,,0.8573,-3.8627,1919,2014,NO,,,,
S4884,KIZUMBA SECONDARY SCHOOL,PWANI,,,,38.862378,-7.1395075,85.71,,1.928,1.928,176,2014,NO,,,,
S4887,MILONGODI SECONDARY SCHOOL,MTWARA,TANDAHIMBA,MILONGODI,GOVERNMENT,39.56654474,-10.73205766,0,,0.5102,-5.2506,2085,2014,NO,,,,
S4888,LUKOKODA SECONDARY SCHOOL,MTWARA,TANDAHIMBA,LUKOKODA,GOVERNMENT,39.55240818,-10.86829908,50,,0.6786,-4.9957,2048,2014,NO,,,,
S4889,MKWITI SECONDARY SCHOOL,MTWARA,TANDAHIMBA,MKWITI,GOVERNMENT,39.37176311,-10.40938885,100,,1.4464,-3.6488,652,2014,NO,,,,
S4890,MICHENJELE SECONDARY SCHOOL,MTWARA,TANDAHIMBA,MICHENJELE,GOVERNMENT,39.84584713,-10.80628321,100,,1.2857,-4.133,1009,2014,NO,,,,
S4893,CHIWATA SECONDARY SCHOOL,MTWARA,MASASI,CHIWATA,GOVERNMENT,39.01300946,-10.6220536,42.86,,0.9821,-4.5298,1698,2014,NO,,,,
S4895,DADU SECONDARY   SCHOOL,SINGIDA,IKUNGI,DUNG'UNYI,GOVERNMENT,34.76800124,-5.074628008,80.95,,1.5804,-3.3263,442,2014,NO,,,,
S4900,MKUZA GIRLS SECONDARY SCHOOL,PWANI,,,,38.862378,-7.1395075,100,,1.9285,1.9285,175,2014,NO,,,,
S4901,EBENEZER- SANGO SECONDARY SCHOOL,KILIMANJARO,,,,37.7227245,-3.736209,100,,2.5774,2.5774,76,2014,NO,,,,
S4903,KITETE SECONDARY SCHOOL,MOROGORO,KILOSA,KITETE,GOVERNMENT,37.261242,-6.429275,65.22,,1.1951,-4.3557,1201,2014,NO,,,,
S4904,LERAI SECONDARY SCHOOL,KILIMANJARO,,,,37.7227245,-3.736209,72.22,,1.1599,1.1599,1297,2014,NO,,,,
S4909,RARANYA SECONDARY SCHOOL,MARA ,RORYA,MKOMA,GOVERNMENT,34.068134,-1.188528,65.22,,1.2904,-3.9587,995,2014,NO,,,,
S4910,MLOWA BWAWANI SECONDARY SCHOOL,DODOMA,CHAMWINO,M/BWAWANI,GOVERNMENT,35.84837241,-6.302615532,60,,0.9545,-4.2193,1764,2014,NO,,,,
S4911,MANZASE SECONDARY SCHOOL,DODOMA,CHAMWINO,MANZASE,GOVERNMENT,35.93918163,-6.607947979,77.78,,1.2253,-3.6106,1137,2014,NO,,,,
S4912,MSANGA SECONDARY SCHOOL,DODOMA,CHAMWINO,MSANGA,GOVERNMENT,35.40658854,-5.810033578,37.5,,0.9572,-4.2474,1753,2014,NO,,,,
S4913,MAJELEKO SECONDARY SCHOOL,DODOMA,CHAMWINO,MAJELEKO,GOVERNMENT,36.209871,-6.073022,87.5,,1.1204,-4.2077,1386,2014,NO,,,,
S4914,MEMBE SECONDARY SCHOOL,DODOMA,CHAMWINO,MEMBE,GOVERNMENT,35.54442385,-5.643859151,80,,1.1667,-3.7055,1277,2014,NO,,,,
S4915,DR JOHN SAMWEL MALECELA SECONDARY SCHOOL,DODOMA,CHAMWINO,MUUNGANO,GOVERNMENT,35.883335,-6.303189,33.33,,0.7611,-4.4938,1999,2014,NO,,,,
S4916,FAITH SECONDARY SCHOOL,DAR ES SALAAM,,,,39.26951,-6.82349,75,,1.3127,1.3127,940,2014,NO,,,,
S4918,KINAMPUNDU SECONDARY  SCHOOL,SINGIDA,MKALAMA,ILUNDA,GOVERNMENT,34.79843795,-4.417442326,73.33,,1.2252,-3.7039,1138,2014,NO,,,,
S4919,MATUMBO SECONDARY  SCHOOL,SINGIDA,SINGIDA,MAKURO,GOVERNMENT,34.89784662,-4.535533949,70.37,,1.7306,-2.6595,274,2014,NO,,,,
S4921,KAMAGI SECONDARY SCHOOL,TABORA,SIKONGE,MISHENI,GOVERNMENT,32.73457551,-5.645180548,71.43,,1.4245,-4.1664,685,2014,NO,,,,
S4931,MKUNGUAKIHENDO SECONDARY  SCHOOL,SINGIDA,IKUNGI,KIKIO,GOVERNMENT,35.050121,-4.985124,45,,0.9745,-4.2331,1710,2014,NO,,,,
S4934,MWAYUNGE SECONDARY SCHOOL,TABORA,,,,32.82663,-5.01622,56.67,,1.109,1.109,1409,2014,NO,,,,
S4939,CENTENNIAL CHRISTIAN SEMINARY,PWANI,,,,38.862378,-7.1395075,100,,3.9951,3.9951,7,2014,NO,,,,
S4941,MDAULA SECONDARY SCHOOL,PWANI,,,,38.862378,-7.1395075,60.61,,0.8385,0.8385,1934,2014,NO,,,,
S4942,MBOGA SECONDARY SCHOOL,PWANI,,,,38.862378,-7.1395075,68.75,,1.1831,1.1831,1236,2014,NO,,,,
S4944,EMARA HIGHLAND SECONDARY SCHOOL,MWANZA,,,,32.9,-2.51667,100,,2.6147,2.6147,74,2014,NO,,,,
S4945,BUJUNANGOMA SECONDARY SCHOOL,KAGERA,BUKOBA RURAL,KEMONDO,GOVERNMENT,31.7287488,-1.446561791,72.41,,1.5166,-3.4601,535,2014,NO,,,,
S4949,KATUNDA SECONDARY SCHOOL,RUKWA,KALAMBO,KILESHA,NON GOVERNMENT,31.71929726,-8.471979532,53.85,,1.0042,-3.5548,1650,2014,NO,,,,
S4950,KAZOVU SECONDARY SCHOOL,RUKWA,,,,31.33333,-7.9,71.43,,1.2889,1.2889,997,2014,NO,,,,
S4951,MTINYAKI SECONDARY SCHOOL,IRINGA,MUFINDI,MTAMBULA,NON GOVERNMENT,35.02251773,-8.684624652,92.31,,1.3376,-3.4078,877,2014,NO,,,,
S4952,MPEPO SECONDARY SCHOOL,RUVUMA,NYASA,TINGI,NON GOVERNMENT,35.058409,-11.384245,60.87,,1.2071,-3.796,1172,2014,NO,,,,
S4964,HERITAGE SECONDARY SCHOOL,PWANI,,,,38.862378,-7.1395075,100,,3.9251,3.9251,12,2014,NO,,,,
S4966,MWASAUYA SECONDARY  SCHOOL,SINGIDA,IKUNGI,,,34.99402529,-4.575128811,50,,1.2191,-3.6649,1148,2014,NO,,,,
S4974,KURUI SECONDARY SCHOOL,PWANI,,,,38.862378,-7.1395075,83.33,,1.35,1.35,848,2014,NO,,,,
S4978,MISINKO SECONDARY  SCHOOL,SINGIDA,SINGIDA,MSISI,GOVERNMENT,34.73552003,-4.641171216,92.31,,1.4522,-2.9231,641,2014,NO,,,,
S4980,ILANDAMILUMBA SECONDARY SCHOOL,KATAVI,,,,31.33333,-6.4,77.78,,1.3116,1.3116,944,2014,NO,,,,
S4983,MUKULU SECONDARY  SCHOOL,SINGIDA,IRAMBA,,,34.38603877,-4.480389056,64.29,,1.3213,-3.6621,918,2014,NO,,,,
S4984,TOMONDO SECONDARY SCHOOL,MOROGORO,MOROGORO,KIROKA,GOVERNMENT,37.87144536,-6.882997253,48.28,,0.8697,-4.8367,1903,2014,NO,,,,
S4985,NAMUPA SECONDARY SCHOOL,LINDI,LINDI RURAL,,,39.25666999,-10.28778414,80,,1.4301,-3.5472,672,2014,NO,,,,
S4986,GOLDEN SECONDARY SCHOOL,DAR ES SALAAM,,,,39.26951,-6.82349,100,,3.1859,3.1859,42,2014,NO,,,,
S4989,MADASENGA SECONDARY  SCHOOL,SINGIDA,SINGIDA,MSANGE,GOVERNMENT,35.064613,-4.646117,20,,0.8704,-3.972,1902,2014,NO,,,,
S4994,EDEN VALLEY SECONDARY SCHOOL,MWANZA,,,,32.9,-2.51667,100,,2.8477,2.8477,61,2014,NO,,,,
S5001,ABETI SECONDARY   SCHOOL,SINGIDA,SINGIDA URBAN,MANDEWA,NON GOVERNMENT,34.705651,-4.798563,100,,1.9946,-3.0215,155,2014,NO,,,,
S5007,MBUMI SECONDARY SCHOOL,MOROGORO,KILOSA,MBUMI,GOVERNMENT,36.990542,-6.839352,57.14,,1.1746,-4.4058,1252,2014,NO,,,,
S5008,NAMBUNGA SECONDARY SCHOOL,MTWARA,NEWALA,MNEKACHI,GOVERNMENT,39.22861395,-10.86686537,70,,1.146,-3.7321,1335,2014,NO,,,,
S5010,INSANI SECONDARY SCHOOL,MBEYA,MBOZI,ITAKA,GOVERNMENT,32.731811,-8.895609,58.33,,1.1481,-4.1807,1324,2014,NO,,,,
S5013,CHIHANGU SECONDARY SCHOOL,MTWARA,NEWALA,CHIHANGU,GOVERNMENT,39.22396011,-10.61057847,100,,1.7786,-3.6177,246,2014,NO,,,,
S5016,KILIMA MPIMBI SECONDARY SCHOOL,MBEYA,MBOZI,ISANDULA,GOVERNMENT,32.896907,-9.215001,71.43,,1.0856,-3.8727,1468,2014,NO,,,,
S5020,KORONGWE BEACH SECONDARY SCHOOL,RUKWA,NKASI,KORONGWE,GOVERNMENT,30.54123629,-7.155211,61.54,,1.2993,-4.3272,972,2014,NO,,,,
S5028,MTUA SECONDARY SCHOOL,LINDI,LINDI RURAL,MTUA,GOVERNMENT,39.46478444,-10.23516896,87.5,,1.3265,-3.8958,910,2014,NO,,,,
S5030,ARUSHA ISLAMIC BOYS SECONDARY SCHOOL,ARUSHA,ARUSHA URBAN,SOKON I,NON GOVERNMENT,36.67371797,-3.433151718,89.47,,1.805,-2.6246,227,2014,NO,,,,
S5031,ARUSHA ISLAMIC GIRLS SECONDARY SCHOOL,ARUSHA,ARUSHA URBAN,DARAJA II,NON GOVERNMENT,36.67371797,-3.433151718,68.18,,1.1891,-3.3375,1222,2014,NO,,,,
S5032,UCHIRA GIRLS ISLAMIC SECONDARY SCHOOL,KILIMANJARO,MOSHI,,,37.41952728,-3.366394703,93.55,,1.9368,-2.2551,172,2014,NO,,,,
S5034,KISANA SECONDARY SCHOOL,SINGIDA,IRAMBA,,,34.46006213,-4.25886914,33.33,,0.9222,-4.3907,1826,2014,NO,,,,
S5045,TOTOWE SECONDARY SCHOOL,MBEYA,CHUNYA,TOTOWE,GOVERNMENT,32.83907397,-8.58191961,64.29,,1.3788,-4.1604,774,2014,NO,,,,
S5048,GABADAW SECONDARY SCHOOL,MANYARA,HANANG,MOGITU,GOVERNMENT,35.33342175,-4.486711128,53.85,,1.3267,-3.1822,908,2014,NO,,,,
S5049,QUEEN ESTHER GIRLS' SECONDARY SCHOOL,DODOMA,MPWAPWA,MAZAE,NON GOVERNMENT,36.416761,-6.318165,78.26,,1.4987,-3.1346,563,2014,NO,,,,
S5051,MSAMAKA SECONDARY SCHOOL,TANGA,BUMBULI,MAHEZANGULU,GOVERNMENT,38.51016873,-4.983469438,12.5,,0.6471,-4.9473,2059,2014,NO,,,,
S5053,SANTAKAGWA SECONDARY SCHOOL,RUKWA,SUMBAWANGA URBAN,CHANJI,NON GOVERNMENT,31.64795921,-7.968333038,87.5,,3.1722,-0.0805,43,2014,NO,,,,
S5054,SEGA GIRLS SECONDARY SCHOOL,MOROGORO,MOROGORO URBAN,KIHONDA,NON GOVERNMENT,37.663999,-6.724771,93.33,,1.5204,-3.1207,528,2014,NO,,,,
S5055,WETE ISLAMIC SECONDARY SCHOOL,PEMBA,CHAKE CHAKE,,,39.76995606,-5.247620185,100,,2.118,-2.0321,136,2014,NO,,,,
S5056,ELISHADAI HOLILI SECONDARY SCHOOL,KILIMANJARO,ROMBO,HOLILI,NON GOVERNMENT,37.635362,-3.360894,48.28,,0.9604,-4.0322,1746,2014,NO,,,,
S5057,JUBA ISLAMIC SECONDARY SCHOOL,UNGUJA,MAGHARIBI,,,39.25050824,-6.165558553,42.86,,0.8858,-3.7636,1883,2014,NO,,,,
S5060,BEIT-EL-RAS SECONDARY SCHOOL,UNGUJA,MAGHARIBI,,,39.25050824,-6.165558553,94.44,,1.7643,-2.5397,256,2014,NO,,,,
S5061,ST.JOSEPH-IPOGOLO SECONDARY SCHOOL,IRINGA,IRINGA URBAN,KITWIRU,NON GOVERNMENT,35.679535,-7.823992,71.43,,1.4066,-2.4039,721,2014,NO,,,,
S5063,KIRARE SECONDARY SCHOOL,TANGA,TANGA,KIRARE,GOVERNMENT,38.977087,-5.258773,22.22,,0.6446,-5.1314,2060,2014,NO,,,,
S5068,JOEL BENDERA SECONDARY SCHOOL,TANGA,KOROGWE TOWNSHIP AUTHORITY,,,38.47654085,-5.159393555,75,,1.6491,-3.8068,348,2014,NO,,,,
S5071,HANDENI ISLAMIC SECONDARY SCHOOL,TANGA,HANDENI TOWNSHIP AUTHORITY,CHANIKA,NON GOVERNMENT,38.008216,-5.436777,80,,1.1738,-3.9526,1256,2014,NO,,,,
S5072,MGANDU SECONDARY SCHOOL,SINGIDA,MANYONI,MGANDU,GOVERNMENT,34.233752,-6.006482,52.63,,1.0657,-4.1203,1507,2014,NO,,,,
S5074,SINDANO SECONDARY SCHOOL,MTWARA,MASASI,SINDANO,GOVERNMENT,39.09187067,-11.01088073,55,,1.0035,-4.4298,1652,2014,NO,,,,
S5078,BIGABIRO SECONDARY SCHOOL,KIGOMA,,,,29.62667,-4.87694,60.71,,1.1261,1.1261,1373,2014,NO,,,,
S5079,KWASUNGA SECONDARY SCHOOL,TANGA,HANDENI TOWNSHIP AUTHORITY,KWASUNGA,GOVERNMENT,38.29928527,-5.562899573,14.29,,0.5643,-4.8675,2075,2014,NO,,,,
S5081,AHMADIYYA SECONDARY SCHOOL,DAR ES SALAAM,,,,39.26951,-6.82349,77.42,,1.5439,1.5439,497,2014,NO,,,,
S5083,PATMOS SECONDARY SCHOOL,KILIMANJARO,,,,37.7227245,-3.736209,92.31,,1.8154,1.8154,221,2014,NO,,,,
S5084,BARABARANI SECONDARY SCHOOL,RUVUMA,SONGEA RURAL,MUHUKURU,GOVERNMENT,35.52114903,-10.426992,0,,0.5357,-5.4179,2077,2014,NO,,,,
S5087,ISANZU SECONDARY SCHOOL,SINGIDA,IRAMBA,,,34.28625589,-4.433875021,22.22,,0.6944,-4.5723,2034,2014,NO,,,,
S5103,CALFONIA HILLS SECONDARY SCHOOL,MWANZA,,,,32.9,-2.51667,94.44,,1.9713,1.9713,162,2014,NO,,,,
S5110,MAAHAD ISTIQAAM SECONDARY SCHOOL,UNGUJA,,,,39.19793,-6.16394,100,,2.8501,2.8501,60,2014,NO,,,,
S5112,THE VOICE SECONDARY SCHOOL,ARUSHA,,,,36.68333,-3.36667,100,,2.2911,2.2911,109,2014,NO,,,,
S5122,WAJA GIRLS SECONDARY SCHOOL,GEITA,,,,31.9,-3.2,100,,3.9286,3.9286,11,2014,NO,,,,
S5126,KORONA SECONDARY SCHOOL,ARUSHA,,,,36.68333,-3.36667,20,,0.601,0.601,2067,2014,NO,,,,
S5131,KAMEYA SECONDARY SCHOOL,MWANZA,,,,32.9,-2.51667,100,,2.2497,2.2497,112,2014,NO,,,,
S5134,KIMANGE SECONDARY SCHOOL,PWANI,,,,38.862378,-7.1395075,40.74,,0.7396,0.7396,2007,2014,NO,,,,
S5152,MTAPENDA SECONDARY SCHOOL,KATAVI,,,,31.33333,-6.4,76.47,,1.3612,1.3612,820,2014,NO,,,,
S5153,MBEDE SECONDARY SCHOOL,KATAVI,,,,31.33333,-6.4,68.18,,1.2961,1.2961,981,2014,NO,,,,
S5162,UNIQUE LEARNING SECONDARY SCHOOL,UNGUJA,,,,39.19793,-6.16394,52.63,,1.665,1.665,340,2014,NO,,,,
S5165,RAUYA SECONDARY SCHOOL,KILIMANJARO,,,,37.7227245,-3.736209,84.62,,1.8017,1.8017,229,2014,NO,,,,
S5168,MOUNT MORIE SECONDARY SCHOOL,SHINYANGA,,,,33.42118,-3.66393,100,,2.4412,2.4412,90,2014,NO,,,,
S5169,FARAHEDY SECONDARY SCHOOL,PEMBA,,,,39.7535133,-5.1623682,100,,1.998,1.998,154,2014,NO,,,,
S5170,MAUWANI SECONDARY SCHOOL,PEMBA,,,,39.7535133,-5.1623682,47.37,,0.9007,0.9007,1855,2014,NO,,,,
S5172,HIGH PERFORMANCE SECONDARY SCHOOL,UNGUJA,,,,39.19793,-6.16394,91.18,,1.6039,1.6039,409,2014,NO,,,,
S5177,COMPASSION SECONDARY SCHOOL,MOROGORO,,,,37.66122,-6.82102,100,,2.8532,2.8532,59,2014,NO,,,,
S5180,JAFFERY BUKOBA SECONDARY,KAGERA,,,,31.45,-1.9,100,,2.4338,2.4338,94,2014,NO,,,,
S5181,NAMBILANJE SECONDARY SCHOOL,LINDI,,,,38.3971115,-9.3888345,26.67,,0.6607,0.6607,2053,2014,NO,,,,
S5182,NARUNGOMBE SECONDARY SCHOOL,LINDI,,,,38.3971115,-9.3888345,55.56,,0.8839,0.8839,1885,2014,NO,,,,
S5183,NYABUMHANDA SECONDARY SCHOOL,MWANZA,,,,32.9,-2.51667,36.36,,0.8782,0.8782,1892,2014,NO,,,,
S0101,AZANIA SECONDARY SCHOOL,DAR ES SALAAM,ILALA,UPANGA MAGHARIBI,GOVERNMENT,39.27437196,-6.812420614,69.23,,1.8909,-2.1155,427,2014,YES,,,,
S0104,BWIRU BOYS SECONDARY SCHOOL,MWANZA,ILEMELA,PASIANSI,GOVERNMENT,32.906255,-2.47932,79.44,,2.442,-1.2273,234,2014,YES,,,,
S0105,CHIDYA SECONDARY SCHOOL,MTWARA,MASASI,CHIWATA,GOVERNMENT,39.01792825,-10.6255625,76.09,,2.0626,-2.1142,347,2014,YES,,,,
S0107,LUTHERAN JUNIOR SEMINARY,MOROGORO,MOROGORO URBAN,KINGOLWIRA,NON GOVERNMENT,37.709192,-6.786239,100,,2.9901,0.024,123,2014,YES,,,,
S0108,IFUNDA TECHNICAL SECONDARY SCHOOL,IRINGA,IRINGA RURAL,IFUNDA,GOVERNMENT,35.484857,-8.146899,93.62,,2.7691,-0.7262,158,2014,YES,,,,
S0110,ILBORU SECONDARY SCHOOL,ARUSHA,ARUSHA,MOIVO,GOVERNMENT,36.68845333,-3.3476023,96.77,,3.7437,1.3654,35,2014,YES,,,,
S0111,ITAGA SEMINARY,TABORA,TABORA RURAL,,NON GOVERNMENT,32.79463211,-4.990646609,100,,3.1033,0.7776,101,2014,YES,,,,
S0112,IYUNGA TECHNICAL SECONDARY SCHOOL,MBEYA,MBEYA URBAN,IWAMBI,GOVERNMENT,33.41219779,-8.924989401,96.05,,2.9592,-0.14,131,2014,YES,,,,
S0114,KAENGESA SEMINARY,RUKWA,SUMBAWANGA RURAL,,NON GOVERNMENT,31.95512854,-8.228784401,100,,3.2753,0.7784,76,2014,YES,,,,
S0116,KANTALAMBA SECONDARY SCHOOL,RUKWA,SUMBAWANGA URBAN,CHANJI,GOVERNMENT,31.61555739,-7.978914932,88.62,,2.335,-1.5838,268,2014,YES,,,,
S0119,KIBAHA SECONDARY SCHOOL,PWANI,KIBAHA,,GOVERNMENT,38.55091591,-6.817426621,96.08,,3.2241,0.8069,87,2014,YES,,,,
